com.medigy.persist.reference.type.clincial.Icd9.code,shortDescr,mediumDescr,longDescr
383,ACUTE MASTOIDITIS WO COMPL,ACUTE MASTOIDITIS WO COMPLICATIONS,ACUTE MASTOIDITIS WITHOUT COMPLICATIONS
383.01,SUBPERI MASTOID ABSCESS,SUBPERIOSTEAL ABSCESS MASTOID,SUBPERIOSTEAL ABSCESS OF MASTOID
383.02,ACUTE MASTOIDITIS COMPL OT,ACUTE MASTOIDITIS W OTH COMPLICAT,ACUTE MASTOIDITIS WITH OTHER COMPLICATIONS
383.1,CHRONIC MASTOIDITIS,CHRONIC MASTOIDITIS,CHRONIC MASTOIDITIS
383.2,PETROSITIS UNSPEC,UNS PETROSITIS,PETROSITIS UNSPECIFIED
383.21,ACUTE PETROSITIS,ACUTE PETROSITIS,ACUTE PETROSITIS
383.22,CHRONIC PETROSITIS,CHRONIC PETROSITIS,CHRONIC PETROSITIS
383.3,POSTMASTOID COMPL UNSPEC,UNS POSTMASTOIDECTOMY COMPLICATION,POSTMASTOIDECTOMY COMPLICATION UNSPECIFIED
383.31,POSTMASTOID MUCOSAL CYST,MUCOSAL CYST POSTMASTOIDECTOMY,MUCOSAL CYST OF POSTMASTOIDECTOMY CAVITY
383.32,POSTMASTOID CHOLESTEATMA,RECURR CHOLESTEATOMA POSTMASTOID,RECURRENT CHOLESTEATOMA OF POSTMASTOIDECTOMY CAVITY
383.33,POSTMASTOID GRANULATIONS,GRANULATIONS POSTMASTOIDECTOMY,GRANULATIONS OF POSTMASTOIDECTOMY CAVITY
383.81,POSTAURICULAR FISTULA,POSTAURICULAR FISTULA,POSTAURICULAR FISTULA
383.89,DISORDERS OF MASTOID OT,OTH DISORDERS MASTOID,OTHER DISORDERS OF MASTOID
383.9,MASTOIDITIS UNSPEC,UNS MASTOIDITIS,UNSPECIFIED MASTOIDITIS
384,ACUTE MYRINGITIS UNSPEC,UNS ACUTE MYRINGITIS,ACUTE MYRINGITIS UNSPECIFIED
384.01,BULLOUS MYRINGITIS,BULLOUS MYRINGITIS,BULLOUS MYRINGITIS
384.09,ACUTE MYRINGITIS OT,ACUTE MYRINGITIS WO OTITIS MEDIA,OTHER ACUTE MYRINGITIS WITHOUT OTITIS MEDIA
384.1,CHRONIC MYRINGITIS,CHRONIC MYRINGITIS WO OTITIS MEDIA,CHRONIC MYRINGITIS WITHOUT OTITIS MEDIA
384.2,PERFORAT TYMPAN MEMB UNSPEC,UNS PERFORATION TYMPANIC MEMBRANE,PERFORATION OF TYMPANIC MEMBRANE UNSPECIFIED
384.21,CENT PERF TYMPANIC MEMB,CENTRAL PERFORATION TYMPANIC MEMBR,CENTRAL PERFORATION OF TYMPANIC MEMBRANE
384.22,ATTIC PERF TYMPANIC MEMB,ATTIC PERFORATION TYMPANIC MEMBRANE,ATTIC PERFORATION OF TYMPANIC MEMBRANE
384.23,MARGINAL PERF TYMP OT,OTH MARGINAL PERFOR TYMPANIC MEMBR,OTHER MARGINAL PERFORATION OF TYMPANIC MEMBRANE
384.24,MULT PERF TYMPANIC MEMB,MULTIPLE PERFOR TYMPANIC MEMBR,MULTIPLE PERFORATIONS OF TYMPANIC MEMBRANE
384.25,TOTAL PERF TYMPANIC MEMB,TOTAL PERFORATION TYMPANIC MEMBRANE,TOTAL PERFORATION OF TYMPANIC MEMBRANE
384.81,ATROPHIC FLACCID TYMPAN,ATROPHIC FLACCID TYMPANIC MEMBRANE,ATROPHIC FLACCID TYMPANIC MEMBRANE
384.82,ATROPHIC NONFLACCID TYMP,ATROPHIC NONFLACCID TYMPANIC MEMBR,ATROPHIC NONFLACCID TYMPANIC MEMBRANE
384.9,DIS TYMPANIC MEMB UNSPEC,UNS DISORDER TYMPANIC MEMBRANE,UNSPECIFIED DISORDER OF TYMPANIC MEMBRANE
385,TYMPAUNSPECCLEROSIS UNSPEC,TYMPANOSCL UNS AS TO INVOLVEMENT,TYMPANOSCLEROSIS UNSPECIFIED AS TO INVOLVEMENT
385.01,TYMPAUNSPECCL TYMPANIC MEMB,TYMPANOSCL TYMPANIC MEMBRANE ONLY,TYMPANOSCLEROSIS INVOLVING TYMPANIC MEMBRANE ONLY
385.02,TYMPUNSPECCLER TYMP/OSSICLE,TYMPANOSCL TM/EAR OSSICLES,TYMPANOSCLEROSIS INVOLVING TYMPANIC MEMBRANE AND EAR OSSICLES
385.03,TYMPAUNSPECCLER ALL PARTS,TYMPANOSCL TM EAR OSSICLES/MID EAR,TYMPANOSCLEROSIS INVOLVING TYMPANIC MEMBRANE EAR OSSICLES AND MIDDLE EAR
385.09,TYMPNSCLR OTSITE COMB,TYMPANOSCL OTH STRUCTURAL COMBIN,TYMPANOSCLEROSIS INVOLVING OTHER COMBINATION OF STRUCTURES
385.1,ADHESIVE MID EAR DIS UNSPEC,ADHESIVE MIDDLE EAR DISEASE UNS,ADHESIVE MIDDLE EAR DISEASE UNSPECIFIED AS TO INVOLVEMENT
385.11,ADHESION TYMPANUM INCUS,ADHESIONS DRUM HEAD TO INCUS,ADHESIONS OF DRUM HEAD TO INCUS
385.12,ADHESION TYMPANUM STAPES,ADHESIONS DRUM HEAD TO STAPES,ADHESIONS OF DRUM HEAD TO STAPES
385.13,ADHESION TYMP PROMONTOR,ADHESIONS DRUM HEAD TO PROMONTORIUM,ADHESIONS OF DRUM HEAD TO PROMONTORIUM
385.19,ADHESIVE MID EAR DIS OT,OTH MIDDLE EAR ADHESIONS/COMBINAT,OTHER MIDDLE EAR ADHESIONS AND COMBINATIONS
385.21,ANKYLOSIS MALLEUS,IMPAIRED MOBILITY MALLEUS,IMPAIRED MOBILITY OF MALLEUS
385.22,ANKYLOSIS EAR OSSICL OT,IMPAIRED MOBILITY OTH EAR OSSICLES,IMPAIRED MOBILITY OF OTHER EAR OSSICLES
385.23,DISLOCATION EAR OSSICLE,DISCONTINUITY/DISLOCATION EAR OSS,DISCONTINUITY OR DISLOCATION OF EAR OSSICLES
385.24,PARTIAL LOSS EAR OSSICLE,PARTIAL LOSS/NECROSIS EAR OSSICLES,PARTIAL LOSS OR NECROSIS OF EAR OSSICLES
385.3,CHOLESTEATOMA UNSPEC,UNS CHOLESTEATOMA,CHOLESTEATOMA UNSPECIFIED
385.31,CHOLESTEATOMA OF ATTIC,CHOLESTEATOMA ATTIC,CHOLESTEATOMA OF ATTIC
385.32,CHOLESTEATOMA MIDDLE EAR,CHOLESTEATOMA MIDDLE EAR,CHOLESTEATOMA OF MIDDLE EAR
385.33,CHOLESTMA MID EAR/MSTOID,CHOLESTEATOMA MIDDLE EAR/MASTOID,CHOLESTEATOMA OF MIDDLE EAR AND MASTOID
385.35,DIFFUSE CHOLESTEATOSIS,DIFFUSE CHOLESTEATOSIS,DIFFUSE CHOLESTEATOSIS OF MIDDLE EAR AND MASTOID
385.82,CHOLESTERIN GRANULOMA,CHOLESTERIN GRANULOMA,CHOLESTERIN GRANULOMA OF MIDDLE EAR
385.83,FOREIGN BODY MIDDLE EAR,RETAINED FOREIGN BODY MIDDLE EAR,RETAINED FOREIGN BODY OF MIDDLE EAR
385.89,DIS MID EAR/MASTOID OT,OTH DISORDERS MIDDLE EAR/MASTOID,OTHER DISORDERS OF MIDDLE EAR AND MASTOID
385.9,DIS MID EAR/MASTOID UNSPEC,UNS DISORDER MIDDLE EAR/MASTOID,UNSPECIFIED DISORDER OF MIDDLE EAR AND MASTOID
386,MENIERE'S DISEASE UNSPEC,UNS MENIERE'S DISEASE,MENIERE'S DISEASE UNSPECIFIED
386.01,MENIERE DIS COCHLVESTIB,MENIERE'S DISEASE COCHLEOVESTIBUL,ACTIVE MENIERE'S DISEASE COCHLEOVESTIBULAR
386.02,MENIERE DIS COCHLEAR,MENIERE'S DISEASE COCHLEAR,ACTIVE MENIERE'S DISEASE COCHLEAR
386.03,MENIERE DIS VESTIBULAR,MENIERE'S DISEASE VESTIBULAR,ACTIVE MENIERE'S DISEASE VESTIBULAR
386.04,INACTIVE MENIERE'S DIS,INACTIVE MENIERE'S DISEASE,INACTIVE MENIERE'S DISEASE
386.1,PERIPHERAL VERTIGO UNSPEC,UNS PERIPHERAL VERTIGO,PERIPHERAL VERTIGO UNSPECIFIED
386.11,BENIGN PARXYSMAL VERTIGO,BENIGN PAROXYSMAL POSITION VERTIGO,BENIGN PAROXYSMAL POSITIONAL VERTIGO
386.12,VESTIBULAR NEURONITIS,VESTIBULAR NEURONITIS,VESTIBULAR NEURONITIS
386.19,PERIPHERAL VERTIGO OT,OTH PERIPHERAL VERTIGO,OTHER PERIPHERAL VERTIGO
386.2,CENTRAL ORIGIN VERTIGO,VERTIGO CENTRAL ORIGIN,VERTIGO OF CENTRAL ORIGIN
386.3,LABYRINTHITIS UNSPEC,UNS LABYRINTHITIS,LABYRINTHITIS UNSPECIFIED
386.31,SEROUS LABYRINTHITIS,SEROUS LABYRINTHITIS,SEROUS LABYRINTHITIS
386.32,CIRCUMSCRI LABYRINTHITIS,CIRCUMSCRIBED LABYRINTHITIS,CIRCUMSCRIBED LABYRINTHITIS
386.33,SUPPURATIV LABYRINTHITIS,SUPPURATIVE LABYRINTHITIS,SUPPURATIVE LABYRINTHITIS
386.34,TOXIC LABYRINTHITIS,TOXIC LABYRINTHITIS,TOXIC LABYRINTHITIS
386.35,VIRAL LABYRINTHITIS,VIRAL LABYRINTHITIS,VIRAL LABYRINTHITIS
386.4,LABYRINTHINE FISTULA UNSPEC,UNS LABYRINTHINE FISTULA,LABYRINTHINE FISTULA UNSPECIFIED
386.41,ROUND WINDOW FISTULA,ROUND WINDOW FISTULA,ROUND WINDOW FISTULA
386.42,OVAL WINDOW FISTULA,OVAL WINDOW FISTULA,OVAL WINDOW FISTULA
386.43,SEMICIRCUL CANAL FISTULA,SEMICIRCULAR CANAL FISTULA,SEMICIRCULAR CANAL FISTULA
386.48,LABYRINTHINE FISTULA COMB,LABYRINTHINE FISTULA COMBINED SITES,LABYRINTHINE FISTULA OF COMBINED SITES
386.5,LABYRINTHINE DYSFUNC UNSPEC,UNS LABYRINTHINE DYSFUNCTION,LABYRINTHINE DYSFUNCTION UNSPECIFIED
386.51,HYPERACTIVE LABYRINTH UNILAT,HYPERACTIVE LABYRINTH UNILATERAL,HYPERACTIVE LABYRINTH UNILATERAL
386.52,HYPERACTIVE LABYRINTH BILAT,HYPERACTIVE LABYRINTH BILATERAL,HYPERACTIVE LABYRINTH BILATERAL
386.53,HYPOACTIVE LABYRINTH UNILAT,HYPOACTIVE LABYRINTH UNILATERAL,HYPOACTIVE LABYRINTH UNILATERAL
386.54,HYPOACTIVE LABYRINTH BILAT,HYPOACTIVE LABYRINTH BILATERAL,HYPOACTIVE LABYRINTH BILATERAL
386.55,LOSS LABYRN REACTIVITY UNIL,LOSS LABYRINTHINE REACT UNILATERAL,LOSS OF LABYRINTHINE REACTIVITY UNILATERAL
386.56,LOSS LABYRIN REACTIVITY BILA,LOSS LABYRINTHINE REACT BILATERAL,LOSS OF LABYRINTHINE REACTIVITY BILATERAL
386.58,LABYRINTHINE DYSFUNC OT,OTH FORMS COMBIN LABYRINTHINE DYSF,OTHER FORMS AND COMBINATIONS OF LABYRINTHINE DYSFUNCTION
386.8,DISORDERS LABYRINTH OT,OTH DISORDERS LABYRINTH,OTHER DISORDERS OF LABYRINTH
386.9,VERTIGINOUS SYND UNSPEC,UNS VERTIGINOUS LABYRINTHINE DIS,UNSPECIFIED VERTIGINOUS SYNDROMES AND LABYRINTHINE DISORDERS
387,OTOSCLER OVAL WND NONOBL,OTOSCLEROSIS OVAL WINDOW NONOBLIT,OTOSCLEROSIS INVOLVING OVAL WINDOW NONOBLITERATIVE
387.1,OTOSCLER OVAL WNDW OBLIT,OTOSCLEROSIS OVAL WINDOW OBLITERAT,OTOSCLEROSIS INVOLVING OVAL WINDOW OBLITERATIVE
387.2,COCHLEAR OTOSCLEROSIS,COCHLEAR OTOSCLEROSIS,COCHLEAR OTOSCLEROSIS
387.8,OTOSCLEROSIS OT,OTH OTOSCLEROSIS,OTHER OTOSCLEROSIS
387.9,OTOSCLEROSIS UNSPEC,UNS OTOSCLEROSIS,OTOSCLEROSIS UNSPECIFIED
388,DEGEN/VASCUL DIS EAR UNSPEC,UNS DEGENERATIVE/VASCULAR DISORDER,DEGENERATIVE AND VASCULAR DISORDERS UNSPECIFIED
388.01,PRESBYACUSIS,PRESBYACUSIS,PRESBYACUSIS
388.02,TRANSIENT ISCHEMIC DEAFNESS,TRANSIENT ISCHEMIC DEAFNESS,TRANSIENT ISCHEMIC DEAFNESS
388.1,NOISE EFFECT EAR/UNSPEC,UNS NOISE EFFECTS ON INNER EAR,NOISE EFFECTS ON INNER EAR UNSPECIFIED
388.11,ACOUSTIC TRAUMA,ACOUSTIC TRAUMA TO EAR,ACOUSTIC TRAUMA (EXPLOSIVE) TO EAR
388.12,NOISE-INDUCED HEARING LOSS,NOISE-INDUCED HEARING LOSS,NOISE-INDUCED HEARING LOSS
388.2,SUDDEN HEARING LOSS UNSP,SUDDEN HEARING LOSS UNSPEC,SUDDEN HEARING LOSS UNSPECIFIED
388.3,TINNITUS UNSPECIFIED,TINNITUS UNSPEC,TINNITUS UNSPECIFIED
388.31,SUBJECTIVE TINNITUS,SUBJECTIVE TINNITUS,SUBJECTIVE TINNITUS
388.32,OBJECTIVE TINNITUS,OBJECTIVE TINNITUS,OBJECTIVE TINNITUS
388.4,ABN AUDITORY PERCEPTION UNS,ABNORMAL AUDITORY PERCEPTION UNSPEC,ABNORMAL AUDITORY PERCEPTION UNSPECIFIED
388.41,DIPLACUSIS,DIPLACUSIS,DIPLACUSIS
388.42,HYPERACUSIS,HYPERACUSIS,HYPERACUSIS
388.43,IMPAIRMENT AUDITORY DISCRIMI,IMPAIRMENT AUDITORY DISCRIMINATION,IMPAIRMENT OF AUDITORY DISCRIMINATION
388.44,AUDITORY RECRUITMENT,AUDITORY RECRUITMENT,AUDITORY RECRUITMENT
388.5,DISORDERS OF ACOUSTIC NERVE,DISORDERS ACOUSTIC NERVE,DISORDERS OF ACOUSTIC NERVE
388.6,OTORRHEA UNSPECIFIED,OTORRHEA UNSPEC,OTORRHEA UNSPECIFIED
388.61,CEREBROSPINAL FLUID OTORRHEA,CEREBROSPINAL FLUID OTORRHEA,CEREBROSPINAL FLUID OTORRHEA
388.69,OTHER OTORRHEA,OTHER OTORRHEA,OTHER OTORRHEA
388.7,OTALGIA UNSPECIFIED,OTALGIA UNSPEC,OTALGIA UNSPECIFIED
388.71,OTOGENIC PAIN,OTOGENIC PAIN,OTOGENIC PAIN
388.72,REFERRED OTOGENIC PAIN,REFERRED OTOGENIC PAIN,REFERRED OTOGENIC PAIN
388.8,OTHER DISORDERS OF EAR,OTHER DISORDERS EAR,OTHER DISORDERS OF EAR
388.9,UNSPECIFIED DISORDER OF EAR,UNSPEC DISORDER EAR,UNSPECIFIED DISORDER OF EAR
389,CONDUCT HEARING LOSS UNSPEC,UNS CONDUCTIVE HEARING LOSS,CONDUCTIVE HEARING LOSS UNSPECIFIED
389.01,CONDUCT HEAR LOSS EXT EAR,CONDUCT HEARING LOSS EXTERNAL EAR,CONDUCTIVE HEARING LOSS EXTERNAL EAR
389.02,CONDUCT HEAR LOSS TYMPANIC,CONDUCT HEARING LOSS TYMPANIC MEMB,CONDUCTIVE HEARING LOSS TYMPANIC MEMBRANE
389.03,CONDUCT HEAR LOSS MIDDLE EAR,CONDUCT HEARING LOSS MIDDLE EAR,CONDUCTIVE HEARING LOSS MIDDLE EAR
389.04,CONDUCT HEAR LOSS INNER EAR,CONDUCT HEARING LOSS INNER EAR,CONDUCTIVE HEARING LOSS INNER EAR
389.08,CONDUCT HEAR LOSS COMBINED,CONDUCT HEARING LOSS COMBINED TYPES,CONDUCTIVE HEARING LOSS OF COMBINED TYPES
389.1,SENSORINEUR HEAR LOSS UNSPEC,UNS SENSORINEURAL HEARING LOSS,SENSORINEURAL HEARING LOSS UNSPECIFIED
389.11,SENSORY HEARING LOSS,SENSORY HEARING LOSS,SENSORY HEARING LOSS
389.12,NEURAL HEARING LOSS,NEURAL HEARING LOSS,NEURAL HEARING LOSS
389.14,CENTRAL HEARING LOSS,CENTRAL HEARING LOSS,CENTRAL HEARING LOSS
389.18,SENSORNEUR LOSS COMB TYP,SENSORINEURAL HEARING LOSS COMBINED,SENSORINEURAL HEARING LOSS OF COMBINED TYPES
389.2,MIXED HEARING LOSS,MIXED CONDUCT SENSORINEUR HEAR LOSS,MIXED CONDUCTIVE AND SENSORINEURAL HEARING LOSS
389.7,DEAF MUTISM OT,DEAF MUTISM NEC,DEAF MUTISM NOT ELSEWHERE CLASSIFIABLE
389.8,HEARING LOSS OT,OTHER FORMS HEARING LOSS,OTHER SPECIFIED FORMS OF HEARING LOSS
389.9,HEARING LOSS UNSPEC,UNS HEARING LOSS,UNSPECIFIED HEARING LOSS
390,RHEUM FEV WO HRT INVOLV,RHEUMATIC FEVER WOHEART INVOLV,RHEUMATIC FEVER WITHOUT HEART INVOLVEMENT
391,ACUTE RHEUMATIC PERICARD,ACUTE RHEUMATIC PERICARDITIS,ACUTE RHEUMATIC PERICARDITIS
391.1,ACUTE RHEUMATIC ENDOCARD,ACUTE RHEUMATIC ENDOCARDITIS,ACUTE RHEUMATIC ENDOCARDITIS
391.2,ACUTE RHEUMATIC MYOCARDITIS,ACUTE RHEUMATIC MYOCARDITIS,ACUTE RHEUMATIC MYOCARDITIS
391.8,ACUTE RHEUMAT HRT DIS OT,OTH ACUTE RHEUMATIC HEART DISEASE,OTHER ACUTE RHEUMATIC HEART DISEASE
391.9,ACUTE RHEUMAT HRT DIS UNSPEC,UNS ACUTE RHEUMATIC HEART DISEASE,ACUTE RHEUMATIC HEART DISEASE UNSPECIFIED
392,RHEUMATIC CHOREA W HRT INVOL,RHEUMATIC CHOREA W HEART INVOLVE,RHEUMATIC CHOREA WITH HEART INVOLVEMENT
392.9,RHEUMATIC CHOREA UNSPEC,RHEUMATIC CHOREA WOHEART INVOLV,RHEUMATIC CHOREA WITHOUT HEART INVOLVEMENT
393,CHR RHEUMATIC PERICARD,CHRONIC RHEUMATIC PERICARDITIS,CHRONIC RHEUMATIC PERICARDITIS
394,MITRAL STENOSIS,MITRAL STENOSIS,MITRAL STENOSIS
394.1,RHEUMATIC MITRAL INSUFF,RHEUMATIC MITRAL INSUFFICIENCY,RHEUMATIC MITRAL INSUFFICIENCY
394.2,MITRAL STENOSIS W INSUFF,MITRAL STENOSIS W INSUFFICIENCY,MITRAL STENOSIS WITH INSUFFICIENCY
394.9,MITRAL VALVE DIS OT/UNSPEC,OTH/UNS MITRAL VALVE DISEASES,OTHER AND UNSPECIFIED MITRAL VALVE DISEASES
395,RHEUMAT AORTIC STENOSIS,RHEUMATIC AORTIC STENOSIS,RHEUMATIC AORTIC STENOSIS
395.1,RHEUMATIC AORTIC INSUFF,RHEUMATIC AORTIC INSUFFICIENCY,RHEUMATIC AORTIC INSUFFICIENCY
395.2,RHEUM AORTIC STEN/INSUFF,RHEUMATIC AORTIC STENOSIS W INSUFF,RHEUMATIC AORTIC STENOSIS WITH INSUFFICIENCY
395.9,RHEUM AORTIC DIS OT/UNSPEC,OTH/UNS RHEUMATIC AORTIC DISEASES,OTHER AND UNSPECIFIED RHEUMATIC AORTIC DISEASES
396,MITRAL/AORTIC STENOSIS,MITRAL VALVE STEN AORTIC VALVE STEN,MITRAL VALVE STENOSIS AND AORTIC VALVE STENOSIS
396.1,MITRAL STENOSIS/AORTIC INSUF,MITRAL VALVE STEN AORTIC V INSUFF,MITRAL VALVE STENOSIS AND AORTIC VALVE INSUFFICIENCY
396.2,MITRAL INSUF/AORTIC STENOSIS,MITRAL VALVE INSUFF AORTIC V STEN,MITRAL VALVE INSUFFICIENCY AND AORTIC VALVE STENOSIS
396.3,MITRAL/AORTIC VAL INSUFF,MITRAL VALVE INSUFF AORTIC V INSUF,MITRAL VALVE INSUFFICIENCY AND AORTIC VALVE INSUFFICIENCY
396.8,MITR/AORTIC MULT INVOLV,MULT INVOLV MITRAL/AORTIC VALVES,MULTIPLE INVOLVEMENT OF MITRAL AND AORTIC VALVES
396.9,MITRAL/AORTIC V DIS UNSPEC,UNS MITRAL/AORTIC VALVE DISEASES,MITRAL AND AORTIC VALVE DISEASES UNSPECIFIED
397,TRICUSPID VALVE DISEASE,DISEASES TRICUSPID VALVE,DISEASES OF TRICUSPID VALVE
397.1,RHEUM PULMON VALVE DIS,RHEUMATIC DISEASES PULMONARY VALVE,RHEUMATIC DISEASES OF PULMONARY VALVE
397.9,RHEUM ENDOCARDITIS UNSPEC,UNS RHEUMATIC DIS ENDOCARDIUM,RHEUMATIC DISEASES OF ENDOCARDIUM VALVE UNSPECIFIED
398,RHEUMATIC MYOCARDITIS,RHEUMATIC MYOCARDITIS,RHEUMATIC MYOCARDITIS
398.9,RHEUMATIC HEART DIS UNSPEC,UNS RHEUMATIC HEART DISEASE,RHEUMATIC HEART DISEASE UNSPECIFIED
398.91,RHEUMATIC HEART FAILURE,RHEUMATIC HEART FAILURE,RHEUMATIC HEART FAILURE (CONGESTIVE)
398.99,RHEUMATIC HEART DIS OT,OTH RHEUMATIC HEART DISEASES,OTHER RHEUMATIC HEART DISEASES
401,MALIGNANT HYPERTENSION,MALIGNANT HYPERTENSION,MALIGNANT ESSENTIAL HYPERTENSION
401.1,BENIGN HYPERTENSION,BENIGN HYPERTENSION,BENIGN ESSENTIAL HYPERTENSION
401.9,HYPERTENSION UNSPEC,UNS HYPERTENSION,UNSPECIFIED ESSENTIAL HYPERTENSION
402,MAL HYPERTEN HRT DIS UNSPEC,MALIG HYPERTEN HEART DIS UNSPEC,MALIGNANT HYPERTENSIVE HEART DISEASE WITHOUT CONGESTIVE HEART FAILURE
402.01,MAL HYPERT HRT DIS W CHF,MALIG HYPERT HEART DIS W CHF,MALIGNANT HYPERTENSIVE HEART DISEASE WITH CONGESTIVE HEART FAILURE
402.1,BEN HYPERTEN HRT DIS UNSPEC,BENIGN HYPERTEN HEART DIS UNSPEC,BENIGN HYPERTENSIVE HEART DISEASE WITHOUT CONGESTIVE HEART FAILURE
402.11,BENIGN HYP HRT DIS W CHF,BENIGN HYP HEART DIS W CHF,BENIGN HYPERTENSIVE HEART DISEASE WITH CONGESTIVE HEART FAILURE
402.9,HYPERTENSIVE HRT DIS UNSPEC,HYPERTENSIVE HEART DIS UNSPEC,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITHOUT CONGESTIVE HEART FAILURE
402.91,HYPERTEN HEART DIS W CHF,HYPERTEN HEART DIS W CHF,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITH CONGESTIVE HEART FAILURE
403,MAL RENAL HYPER NO FAILURE,MALIG RENAL HYPER NO FAILURE,MALIGNANT HYPERTENSIVE RENAL DISEASE WITHOUT RENAL FAILURE
403.01,MAL RENAL HYPERT/FAILURE,MALIG RENAL HYPERT/FAILURE,MALIGNANT HYPERTENSIVE RENAL DISEASE WITH RENAL FAILURE
403.1,BEN RENAL HYPER NO FAILURE,BENIGN RENAL HYPER NO FAILURE,BENIGN HYPERTENSIVE RENAL DISEASE WITHOUT RENAL FAILURE
403.11,BEN RENAL HYPERT/FAILURE,BENIGN RENAL HYPERT/FAILURE,BENIGN HYPERTENSIVE RENAL DISEASE WITH RENAL FAILURE
403.9,RENAL HYPER UNSP NO FAILUR,RENAL HYPER UNSP NO FAILUR,UNSPECIFIED HYPERTENSIVE RENAL DISEASE WITHOUT RENAL FAILURE
403.91,RENAL HYPERT UNSPEC/FAILURE,RENAL HYPERT UNSPEC/FAILURE,UNSPECIFIED HYPERTENSIVE RENAL DISEASE WITH RENAL FAILURE
404,MAL HRT/REN HYP NO FAILURE,MALIG HEART/RENAL HYP NO FAILURE,MALIGNANT HYPERTENSIVE HEART AND RENAL DISEASE WITHOUT CONGESTIVE HEART FAILURE OR RENAL FAILURE
404.01,MAL HRT/REN HYPRTENS/CHF,MALIG HEART/RENAL HYPRTENS/CHF,MALIGNANT HYPERTENSIVE HEART AND RENAL DISEASE WITH CONGESTIVE HEART FAILURE
404.02,MAL HRT/REN HYP/REN FAIL,MALIG HEART/RENAL HYP/RENAL FAIL,MALIGNANT HYPERTENSIVE HEART AND RENAL DISEASE WITH RENAL FAILURE
404.03,MAL HRT/RN HYP/BOTH FAIL,MALIG HEART/RN HYP/BOTH FAIL,MALIGNANT HYPERTENSIVE HEART AND RENAL DISEASE WITH CONGESTIVE HEART FAILURE AND RENAL FAILURE
404.1,BEN HRT/REN HYP NO FAILURE,BENIGN HEART/RENAL HYP NO FAILURE,BENIGN HYPERTENSIVE HEART AND RENAL DISEASE WITHOUT CONGESTIVE HEART FAILURE OR RENAL FAILURE
404.11,BEN HRT/REN HYPRTENS/CHF,BENIGN HEART/RENAL HYPRTENS/CHF,BENIGN HYPERTENSIVE HEART AND RENAL DISEASE WITH CONGESTIVE HEART FAILURE
404.12,BEN HRT/REN HYP/REN FAIL,BENIGN HEART/RENAL HYP/RENAL FAIL,BENIGN HYPERTENSIVE HEART AND RENAL DISEASE WITH RENAL FAILURE
404.13,BEN HRT/RN HYP/BOTH FAIL,BENIGN HEART/RN HYP/BOTH FAIL,BENIGN HYPERTENSIVE HEART AND RENAL DISEASE WITH CONGESTIVE HEART FAILURE AND RENAL FAILURE
404.9,HRT/REN HYP UNSP NO FAILUR,HEART/RENAL HYP UNSP NO FAILUR,UNSPECIFIED HYPERTENSIVE HEART AND RENAL DISEASE WITHOUT CONGESTIVE HEART FAILURE OR RENAL FAILURE
404.91,HRT/REN HYPRTENS UNSPEC/CHF,HEART/RENAL HYPRTENS UNSPEC/CHF,UNSPECIFIED HYPERTENSIVE HEART AND RENAL DISEASE WITH CONGESTIVE HEART FAILURE
404.92,HRT/REN HYP UNSPEC/REN FAIL,HEART/RENAL HYP UNSPEC/RENAL FAIL,UNSPECIFIED HYPERTENSIVE HEART AND RENAL DISEASE WITH RENAL FAILURE
404.93,HRT/RN HYP UNSPEC/BOTH FAIL,HEART/RN HYP UNSPEC/BOTH FAIL,UNSPECIFIED HYPERTENSIVE HEART AND RENAL DISEASE WITH CONGESTIVE HEART FAILURE AND RENAL FAILURE
405.01,MAL RENOVASC HYPERTENSION,MALIG RENOVASC HYPERTENSION,MALIGNANT RENOVASCULAR HYPERTENSION
405.09,MAL SECOND HYPERTENSION OT,MALIG SECOND HYPERTENSION OT,OTHER MALIGNANT SECONDARY HYPERTENSION
405.11,BENIGN RENOVASC HYPERTENSION,BENIGN RENOVASC HYPERTENSION,BENIGN RENOVASCULAR HYPERTENSION
405.19,BENIGN SECOND HYPERTENSION,BENIGN SECOND HYPERTENSION,OTHER BENIGN SECONDARY HYPERTENSION
405.91,RENOVASC HYPERTENSION,RENOVASC HYPERTENSION,UNSPECIFIED RENOVASCULAR HYPERTENSION
405.99,SECOND HYPERTENSION OT,SECOND HYPERTENSION OT,OTHER UNSPECIFIED SECONDARY HYPERTENSION
410,AMI ANTEROSUBSQL WALL UNSPEC,AMI ANTEROLATERAL UNS EOC,ACUTE MYOCARDIAL INFARCTION OF ANTEROLATERAL WALL EPISODE OF CARE UNSPECIFIED
410.01,ANTEROLAT AMI INIT EPISODE,AMI ANTEROLATERAL INITIAL EOC,ACUTE MYOCARDIAL INFARCTION OF ANTEROLATERAL WALL INITIAL EPISODE OF CARE
410.02,ANTEROLAT AMI SUBSQ EPISODE,AMI ANTEROLATERAL SUBSEQUENT EOC,ACUTE MYOCARDIAL INFARCTION OF ANTEROLATERAL WALL SUBSEQUENT EPISODE OF CARE
410.1,ANTER AMI OT EPISODE UNSPEC,AMI OTH ANTERIOR UNS EOC,ACUTE MYOCARDIAL INFARCTION OF OTHER ANTERIOR WALL EPISODE OF CARE UNSPECIFIED
